state1,state2,Scientific Name,FIPS,County,questionable,rarity
AL,Alabama,Quercus hemisphaerica,1001,Autauga,,common
AL,Alabama,Quercus margarettae,1001,Autauga,,common
AL,Alabama,Quercus michauxii,1001,Autauga,,common
AL,Alabama,Quercus phellos,1001,Autauga,,common
AL,Alabama,Quercus shumardii,1001,Autauga,,common
AL,Alabama,Quercus stellata,1001,Autauga,,common
AL,Alabama,Quercus velutina,1001,Autauga,,common
AL,Alabama,Quercus chapmanii,1003,Baldwin,,common
AL,Alabama,Quercus geminata,1003,Baldwin,,common
AL,Alabama,Quercus hemisphaerica,1003,Baldwin,,common
AL,Alabama,Quercus margarettae,1003,Baldwin,,common
AL,Alabama,Quercus phellos,1003,Baldwin,,common
AL,Alabama,Quercus stellata,1003,Baldwin,,common
AL,Alabama,Quercus velutina,1003,Baldwin,,common
AL,Alabama,Quercus virginiana,1003,Baldwin,,common
AL,Alabama,Quercus hemisphaerica,1005,Barbour,,common
AL,Alabama,Quercus margarettae,1005,Barbour,,common
AL,Alabama,Quercus michauxii,1005,Barbour,,common
AL,Alabama,Quercus phellos,1005,Barbour,,common
AL,Alabama,Quercus shumardii,1005,Barbour,,common
AL,Alabama,Quercus stellata,1005,Barbour,,common
AL,Alabama,Quercus velutina,1005,Barbour,,common
AL,Alabama,Quercus virginiana,1005,Barbour,,common
AL,Alabama,Quercus hemisphaerica,1007,Bibb,,common
AL,Alabama,Quercus margarettae,1007,Bibb,,common
AL,Alabama,Quercus michauxii,1007,Bibb,,common
AL,Alabama,Quercus phellos,1007,Bibb,,common
AL,Alabama,Quercus shumardii,1007,Bibb,,common
AL,Alabama,Quercus stellata,1007,Bibb,,common
AL,Alabama,Quercus velutina,1007,Bibb,,common
AL,Alabama,Quercus hemisphaerica,1009,Blount,,common
AL,Alabama,Quercus michauxii,1009,Blount,,common
AL,Alabama,Quercus phellos,1009,Blount,,common
AL,Alabama,Quercus shumardii,1009,Blount,,common
AL,Alabama,Quercus stellata,1009,Blount,,common
AL,Alabama,Quercus velutina,1009,Blount,,common
AL,Alabama,Quercus hemisphaerica,1011,Bullock,,common
AL,Alabama,Quercus margarettae,1011,Bullock,,common
AL,Alabama,Quercus michauxii,1011,Bullock,,common
AL,Alabama,Quercus phellos,1011,Bullock,,common
AL,Alabama,Quercus stellata,1011,Bullock,,common
AL,Alabama,Quercus velutina,1011,Bullock,,common
AL,Alabama,Quercus virginiana,1011,Bullock,,common
AL,Alabama,Quercus hemisphaerica,1013,Butler,,common
AL,Alabama,Quercus margarettae,1013,Butler,,common
AL,Alabama,Quercus michauxii,1013,Butler,,common
AL,Alabama,Quercus phellos,1013,Butler,,common
AL,Alabama,Quercus shumardii,1013,Butler,,common
AL,Alabama,Quercus stellata,1013,Butler,,common
AL,Alabama,Quercus velutina,1013,Butler,,common
AL,Alabama,Quercus virginiana,1013,Butler,,common
AL,Alabama,Quercus hemisphaerica,1015,Calhoun,,common
AL,Alabama,Quercus margarettae,1015,Calhoun,,common
AL,Alabama,Quercus michauxii,1015,Calhoun,,common
AL,Alabama,Quercus phellos,1015,Calhoun,,common
AL,Alabama,Quercus shumardii,1015,Calhoun,,common
AL,Alabama,Quercus stellata,1015,Calhoun,,common
AL,Alabama,Quercus velutina,1015,Calhoun,,common
AL,Alabama,Quercus virginiana,1015,Calhoun,,common
AL,Alabama,Quercus phellos,1017,Chambers,,common
AL,Alabama,Quercus stellata,1017,Chambers,,common
AL,Alabama,Quercus velutina,1017,Chambers,,common
AL,Alabama,Quercus margarettae,1019,Cherokee,,common
AL,Alabama,Quercus michauxii,1019,Cherokee,,common
AL,Alabama,Quercus phellos,1019,Cherokee,,common
AL,Alabama,Quercus shumardii,1019,Cherokee,,common
AL,Alabama,Quercus stellata,1019,Cherokee,,common
AL,Alabama,Quercus velutina,1019,Cherokee,,common
AL,Alabama,Quercus hemisphaerica,1021,Chilton,,common
AL,Alabama,Quercus margarettae,1021,Chilton,,common
AL,Alabama,Quercus michauxii,1021,Chilton,,common
AL,Alabama,Quercus phellos,1021,Chilton,,common
AL,Alabama,Quercus shumardii,1021,Chilton,,common
AL,Alabama,Quercus stellata,1021,Chilton,,common
AL,Alabama,Quercus velutina,1021,Chilton,,common
AL,Alabama,Quercus hemisphaerica,1023,Choctaw,,common
AL,Alabama,Quercus margarettae,1023,Choctaw,,common
AL,Alabama,Quercus michauxii,1023,Choctaw,,common
AL,Alabama,Quercus phellos,1023,Choctaw,,common
AL,Alabama,Quercus shumardii,1023,Choctaw,,common
AL,Alabama,Quercus stellata,1023,Choctaw,,common
AL,Alabama,Quercus velutina,1023,Choctaw,,common
AL,Alabama,Quercus hemisphaerica,1025,Clarke,,common
AL,Alabama,Quercus margarettae,1025,Clarke,,common
AL,Alabama,Quercus michauxii,1025,Clarke,,common
AL,Alabama,Quercus shumardii,1025,Clarke,,common
AL,Alabama,Quercus stellata,1025,Clarke,,common
AL,Alabama,Quercus velutina,1025,Clarke,,common
AL,Alabama,Quercus phellos,1027,Clay,,common
AL,Alabama,Quercus shumardii,1027,Clay,,common
AL,Alabama,Quercus stellata,1027,Clay,,common
AL,Alabama,Quercus velutina,1027,Clay,,common
AL,Alabama,Quercus hemisphaerica,1029,Cleburne,,common
AL,Alabama,Quercus margarettae,1029,Cleburne,,common
AL,Alabama,Quercus michauxii,1029,Cleburne,,common
AL,Alabama,Quercus phellos,1029,Cleburne,,common
AL,Alabama,Quercus shumardii,1029,Cleburne,,common
AL,Alabama,Quercus stellata,1029,Cleburne,,common
AL,Alabama,Quercus velutina,1029,Cleburne,,common
AL,Alabama,Quercus hemisphaerica,1031,Coffee,,common
AL,Alabama,Quercus margarettae,1031,Coffee,,common
AL,Alabama,Quercus michauxii,1031,Coffee,,common
AL,Alabama,Quercus phellos,1031,Coffee,,common
AL,Alabama,Quercus shumardii,1031,Coffee,,common
AL,Alabama,Quercus stellata,1031,Coffee,,common
AL,Alabama,Quercus virginiana,1031,Coffee,,common
AL,Alabama,Quercus margarettae,1033,Colbert,,common
AL,Alabama,Quercus michauxii,1033,Colbert,,common
AL,Alabama,Quercus phellos,1033,Colbert,,common
AL,Alabama,Quercus shumardii,1033,Colbert,,common
AL,Alabama,Quercus stellata,1033,Colbert,,common
AL,Alabama,Quercus velutina,1033,Colbert,,common
AL,Alabama,Quercus hemisphaerica,1035,Conecuh,,common
AL,Alabama,Quercus margarettae,1035,Conecuh,,common
AL,Alabama,Quercus michauxii,1035,Conecuh,,common
AL,Alabama,Quercus phellos,1035,Conecuh,,common
AL,Alabama,Quercus stellata,1035,Conecuh,,common
AL,Alabama,Quercus virginiana,1035,Conecuh,,common
AL,Alabama,Quercus hemisphaerica,1037,Coosa,,common
AL,Alabama,Quercus phellos,1037,Coosa,,common
AL,Alabama,Quercus stellata,1037,Coosa,,common
AL,Alabama,Quercus velutina,1037,Coosa,,common
AL,Alabama,Quercus geminata,1039,Covington,,common
AL,Alabama,Quercus hemisphaerica,1039,Covington,,common
AL,Alabama,Quercus margarettae,1039,Covington,,common
AL,Alabama,Quercus michauxii,1039,Covington,,common
AL,Alabama,Quercus phellos,1039,Covington,,common
AL,Alabama,Quercus stellata,1039,Covington,,common
AL,Alabama,Quercus virginiana,1039,Covington,,common
AL,Alabama,Quercus hemisphaerica,1041,Crenshaw,,common
AL,Alabama,Quercus margarettae,1041,Crenshaw,,common
AL,Alabama,Quercus michauxii,1041,Crenshaw,,common
AL,Alabama,Quercus phellos,1041,Crenshaw,,common
AL,Alabama,Quercus shumardii,1041,Crenshaw,,common
AL,Alabama,Quercus stellata,1041,Crenshaw,,common
AL,Alabama,Quercus phellos,1043,Cullman,,common
AL,Alabama,Quercus shumardii,1043,Cullman,,common
AL,Alabama,Quercus stellata,1043,Cullman,,common
AL,Alabama,Quercus velutina,1043,Cullman,,common
AL,Alabama,Quercus hemisphaerica,1045,Dale,,common
AL,Alabama,Quercus margarettae,1045,Dale,,common
AL,Alabama,Quercus michauxii,1045,Dale,,common
AL,Alabama,Quercus phellos,1045,Dale,,common
AL,Alabama,Quercus shumardii,1045,Dale,,common
AL,Alabama,Quercus stellata,1045,Dale,,common
AL,Alabama,Quercus hemisphaerica,1047,Dallas,,common
AL,Alabama,Quercus margarettae,1047,Dallas,,common
AL,Alabama,Quercus michauxii,1047,Dallas,,common
AL,Alabama,Quercus phellos,1047,Dallas,,common
AL,Alabama,Quercus shumardii,1047,Dallas,,common
AL,Alabama,Quercus stellata,1047,Dallas,,common
AL,Alabama,Quercus velutina,1047,Dallas,,common
AL,Alabama,Quercus virginiana,1047,Dallas,,common
AL,Alabama,Quercus michauxii,1049,DeKalb,,common
AL,Alabama,Quercus phellos,1049,DeKalb,,common
AL,Alabama,Quercus shumardii,1049,DeKalb,,common
AL,Alabama,Quercus stellata,1049,DeKalb,,common
AL,Alabama,Quercus velutina,1049,DeKalb,,common
AL,Alabama,Quercus hemisphaerica,1051,Elmore,,common
AL,Alabama,Quercus margarettae,1051,Elmore,,common
AL,Alabama,Quercus michauxii,1051,Elmore,,common
AL,Alabama,Quercus phellos,1051,Elmore,,common
AL,Alabama,Quercus stellata,1051,Elmore,,common
AL,Alabama,Quercus velutina,1051,Elmore,,common
AL,Alabama,Quercus hemisphaerica,1053,Escambia,,common
AL,Alabama,Quercus margarettae,1053,Escambia,,common
AL,Alabama,Quercus michauxii,1053,Escambia,,common
AL,Alabama,Quercus phellos,1053,Escambia,,common
AL,Alabama,Quercus stellata,1053,Escambia,,common
AL,Alabama,Quercus virginiana,1053,Escambia,,common
AL,Alabama,Quercus margarettae,1055,Etowah,,common
AL,Alabama,Quercus michauxii,1055,Etowah,,common
AL,Alabama,Quercus phellos,1055,Etowah,,common
AL,Alabama,Quercus shumardii,1055,Etowah,,common
AL,Alabama,Quercus stellata,1055,Etowah,,common
AL,Alabama,Quercus velutina,1055,Etowah,,common
AL,Alabama,Quercus hemisphaerica,1057,Fayette,,common
AL,Alabama,Quercus michauxii,1057,Fayette,,common
AL,Alabama,Quercus phellos,1057,Fayette,,common
AL,Alabama,Quercus stellata,1057,Fayette,,common
AL,Alabama,Quercus velutina,1057,Fayette,,common
AL,Alabama,Quercus margarettae,1059,Franklin,,common
AL,Alabama,Quercus phellos,1059,Franklin,,common
AL,Alabama,Quercus shumardii,1059,Franklin,,common
AL,Alabama,Quercus stellata,1059,Franklin,,common
AL,Alabama,Quercus velutina,1059,Franklin,,common
AL,Alabama,Quercus geminata,1061,Geneva,,common
AL,Alabama,Quercus hemisphaerica,1061,Geneva,,common
AL,Alabama,Quercus margarettae,1061,Geneva,,common
AL,Alabama,Quercus michauxii,1061,Geneva,,common
AL,Alabama,Quercus phellos,1061,Geneva,,common
AL,Alabama,Quercus stellata,1061,Geneva,,common
AL,Alabama,Quercus velutina,1061,Geneva,,common
AL,Alabama,Quercus virginiana,1061,Geneva,,common
AL,Alabama,Quercus hemisphaerica,1063,Greene,,common
AL,Alabama,Quercus margarettae,1063,Greene,,common
AL,Alabama,Quercus michauxii,1063,Greene,,common
AL,Alabama,Quercus phellos,1063,Greene,,common
AL,Alabama,Quercus shumardii,1063,Greene,,common
AL,Alabama,Quercus stellata,1063,Greene,,common
AL,Alabama,Quercus velutina,1063,Greene,,common
AL,Alabama,Quercus hemisphaerica,1065,Hale,,common
AL,Alabama,Quercus margarettae,1065,Hale,,common
AL,Alabama,Quercus michauxii,1065,Hale,,common
AL,Alabama,Quercus phellos,1065,Hale,,common
AL,Alabama,Quercus shumardii,1065,Hale,,common
AL,Alabama,Quercus stellata,1065,Hale,,common
AL,Alabama,Quercus velutina,1065,Hale,,common
AL,Alabama,Quercus hemisphaerica,1067,Henry,,common
AL,Alabama,Quercus margarettae,1067,Henry,,common
AL,Alabama,Quercus michauxii,1067,Henry,,common
AL,Alabama,Quercus phellos,1067,Henry,,common
AL,Alabama,Quercus stellata,1067,Henry,,common
AL,Alabama,Quercus velutina,1067,Henry,,common
AL,Alabama,Quercus geminata,1069,Houston,,common
AL,Alabama,Quercus hemisphaerica,1069,Houston,,common
AL,Alabama,Quercus margarettae,1069,Houston,,common
AL,Alabama,Quercus michauxii,1069,Houston,,common
AL,Alabama,Quercus phellos,1069,Houston,,common
AL,Alabama,Quercus stellata,1069,Houston,,common
AL,Alabama,Quercus velutina,1069,Houston,,common
AL,Alabama,Quercus virginiana,1069,Houston,,common
AL,Alabama,Quercus michauxii,1071,Jackson,,common
AL,Alabama,Quercus phellos,1071,Jackson,,common
AL,Alabama,Quercus shumardii,1071,Jackson,,common
AL,Alabama,Quercus stellata,1071,Jackson,,common
AL,Alabama,Quercus velutina,1071,Jackson,,common
AL,Alabama,Quercus margarettae,1073,Jefferson,,common
AL,Alabama,Quercus michauxii,1073,Jefferson,,common
AL,Alabama,Quercus phellos,1073,Jefferson,,common
AL,Alabama,Quercus shumardii,1073,Jefferson,,common
AL,Alabama,Quercus stellata,1073,Jefferson,,common
AL,Alabama,Quercus velutina,1073,Jefferson,,common
AL,Alabama,Quercus margarettae,1075,Lamar,,common
AL,Alabama,Quercus michauxii,1075,Lamar,,common
AL,Alabama,Quercus phellos,1075,Lamar,,common
AL,Alabama,Quercus velutina,1075,Lamar,,common
AL,Alabama,Quercus michauxii,1077,Lauderdale,,common
AL,Alabama,Quercus phellos,1077,Lauderdale,,common
AL,Alabama,Quercus shumardii,1077,Lauderdale,,common
AL,Alabama,Quercus stellata,1077,Lauderdale,,common
AL,Alabama,Quercus velutina,1077,Lauderdale,,common
AL,Alabama,Quercus michauxii,1079,Lawrence,,common
AL,Alabama,Quercus phellos,1079,Lawrence,,common
AL,Alabama,Quercus shumardii,1079,Lawrence,,common
AL,Alabama,Quercus stellata,1079,Lawrence,,common
AL,Alabama,Quercus velutina,1079,Lawrence,,common
AL,Alabama,Quercus hemisphaerica,1081,Lee,,common
AL,Alabama,Quercus margarettae,1081,Lee,,common
AL,Alabama,Quercus michauxii,1081,Lee,,common
AL,Alabama,Quercus phellos,1081,Lee,,common
AL,Alabama,Quercus shumardii,1081,Lee,,common
AL,Alabama,Quercus stellata,1081,Lee,,common
AL,Alabama,Quercus velutina,1081,Lee,,common
AL,Alabama,Quercus virginiana,1081,Lee,,common
AL,Alabama,Quercus michauxii,1083,Limestone,,common
AL,Alabama,Quercus phellos,1083,Limestone,,common
AL,Alabama,Quercus shumardii,1083,Limestone,,common
AL,Alabama,Quercus stellata,1083,Limestone,,common
AL,Alabama,Quercus velutina,1083,Limestone,,common
AL,Alabama,Quercus margarettae,1085,Lowndes,,common
AL,Alabama,Quercus michauxii,1085,Lowndes,,common
AL,Alabama,Quercus phellos,1085,Lowndes,,common
AL,Alabama,Quercus shumardii,1085,Lowndes,,common
AL,Alabama,Quercus stellata,1085,Lowndes,,common
AL,Alabama,Quercus velutina,1085,Lowndes,,common
AL,Alabama,Quercus hemisphaerica,1087,Macon,,common
AL,Alabama,Quercus margarettae,1087,Macon,,common
AL,Alabama,Quercus michauxii,1087,Macon,,common
AL,Alabama,Quercus phellos,1087,Macon,,common
AL,Alabama,Quercus shumardii,1087,Macon,,common
AL,Alabama,Quercus stellata,1087,Macon,,common
AL,Alabama,Quercus velutina,1087,Macon,,common
AL,Alabama,Quercus virginiana,1087,Macon,,common
AL,Alabama,Quercus michauxii,1089,Madison,,common
AL,Alabama,Quercus phellos,1089,Madison,,common
AL,Alabama,Quercus shumardii,1089,Madison,,common
AL,Alabama,Quercus stellata,1089,Madison,,common
AL,Alabama,Quercus velutina,1089,Madison,,common
AL,Alabama,Quercus hemisphaerica,1091,Marengo,,common
AL,Alabama,Quercus margarettae,1091,Marengo,,common
AL,Alabama,Quercus michauxii,1091,Marengo,,common
AL,Alabama,Quercus phellos,1091,Marengo,,common
AL,Alabama,Quercus shumardii,1091,Marengo,,common
AL,Alabama,Quercus stellata,1091,Marengo,,common
AL,Alabama,Quercus velutina,1091,Marengo,,common
AL,Alabama,Quercus virginiana,1091,Marengo,,common
AL,Alabama,Quercus michauxii,1093,Marion,,common
AL,Alabama,Quercus phellos,1093,Marion,,common
AL,Alabama,Quercus stellata,1093,Marion,,common
AL,Alabama,Quercus velutina,1093,Marion,,common
AL,Alabama,Quercus phellos,1095,Marshall,,common
AL,Alabama,Quercus shumardii,1095,Marshall,,common
AL,Alabama,Quercus stellata,1095,Marshall,,common
AL,Alabama,Quercus velutina,1095,Marshall,,common
AL,Alabama,Quercus chapmanii,1097,Mobile,,common
AL,Alabama,Quercus geminata,1097,Mobile,,common
AL,Alabama,Quercus hemisphaerica,1097,Mobile,,common
AL,Alabama,Quercus margarettae,1097,Mobile,,common
AL,Alabama,Quercus michauxii,1097,Mobile,,common
AL,Alabama,Quercus phellos,1097,Mobile,,common
AL,Alabama,Quercus stellata,1097,Mobile,,common
AL,Alabama,Quercus velutina,1097,Mobile,,common
AL,Alabama,Quercus virginiana,1097,Mobile,,common
AL,Alabama,Quercus geminata,1099,Monroe,,common
AL,Alabama,Quercus hemisphaerica,1099,Monroe,,common
AL,Alabama,Quercus margarettae,1099,Monroe,,common
AL,Alabama,Quercus michauxii,1099,Monroe,,common
AL,Alabama,Quercus phellos,1099,Monroe,,common
AL,Alabama,Quercus shumardii,1099,Monroe,,common
AL,Alabama,Quercus stellata,1099,Monroe,,common
AL,Alabama,Quercus virginiana,1099,Monroe,,common
AL,Alabama,Quercus margarettae,1101,Montgomery,,common
AL,Alabama,Quercus michauxii,1101,Montgomery,,common
AL,Alabama,Quercus phellos,1101,Montgomery,,common
AL,Alabama,Quercus shumardii,1101,Montgomery,,common
AL,Alabama,Quercus stellata,1101,Montgomery,,common
AL,Alabama,Quercus velutina,1101,Montgomery,,common
AL,Alabama,Quercus virginiana,1101,Montgomery,,common
AL,Alabama,Quercus michauxii,1103,Morgan,,common
AL,Alabama,Quercus phellos,1103,Morgan,,common
AL,Alabama,Quercus shumardii,1103,Morgan,,common
AL,Alabama,Quercus stellata,1103,Morgan,,common
AL,Alabama,Quercus velutina,1103,Morgan,,common
AL,Alabama,Quercus hemisphaerica,1105,Perry,,common
AL,Alabama,Quercus margarettae,1105,Perry,,common
AL,Alabama,Quercus michauxii,1105,Perry,,common
AL,Alabama,Quercus phellos,1105,Perry,,common
AL,Alabama,Quercus stellata,1105,Perry,,common
AL,Alabama,Quercus velutina,1105,Perry,,common
AL,Alabama,Quercus hemisphaerica,1107,Pickens,,common
AL,Alabama,Quercus phellos,1107,Pickens,,common
AL,Alabama,Quercus shumardii,1107,Pickens,,common
AL,Alabama,Quercus stellata,1107,Pickens,,common
AL,Alabama,Quercus hemisphaerica,1109,Pike,,common
AL,Alabama,Quercus margarettae,1109,Pike,,common
AL,Alabama,Quercus michauxii,1109,Pike,,common
AL,Alabama,Quercus phellos,1109,Pike,,common
AL,Alabama,Quercus shumardii,1109,Pike,,common
AL,Alabama,Quercus stellata,1109,Pike,,common
AL,Alabama,Quercus velutina,1109,Pike,,common
AL,Alabama,Quercus virginiana,1109,Pike,,common
AL,Alabama,Quercus hemisphaerica,1111,Randolph,,common
AL,Alabama,Quercus michauxii,1111,Randolph,,common
AL,Alabama,Quercus phellos,1111,Randolph,,common
AL,Alabama,Quercus shumardii,1111,Randolph,,common
AL,Alabama,Quercus stellata,1111,Randolph,,common
AL,Alabama,Quercus velutina,1111,Randolph,,common
AL,Alabama,Quercus hemisphaerica,1113,Russell,,common
AL,Alabama,Quercus margarettae,1113,Russell,,common
AL,Alabama,Quercus michauxii,1113,Russell,,common
AL,Alabama,Quercus phellos,1113,Russell,,common
AL,Alabama,Quercus shumardii,1113,Russell,,common
AL,Alabama,Quercus stellata,1113,Russell,,common
AL,Alabama,Quercus velutina,1113,Russell,,common
AL,Alabama,Quercus margarettae,1115,St. Clair,,common
AL,Alabama,Quercus michauxii,1115,St. Clair,,common
AL,Alabama,Quercus phellos,1115,St. Clair,,common
AL,Alabama,Quercus shumardii,1115,St. Clair,,common
AL,Alabama,Quercus stellata,1115,St. Clair,,common
AL,Alabama,Quercus velutina,1115,St. Clair,,common
AL,Alabama,Quercus hemisphaerica,1117,Shelby,,common
AL,Alabama,Quercus margarettae,1117,Shelby,,common
AL,Alabama,Quercus michauxii,1117,Shelby,,common
AL,Alabama,Quercus phellos,1117,Shelby,,common
AL,Alabama,Quercus shumardii,1117,Shelby,,common
AL,Alabama,Quercus stellata,1117,Shelby,,common
AL,Alabama,Quercus velutina,1117,Shelby,,common
AL,Alabama,Quercus margarettae,1119,Sumter,,common
AL,Alabama,Quercus michauxii,1119,Sumter,,common
AL,Alabama,Quercus phellos,1119,Sumter,,common
AL,Alabama,Quercus shumardii,1119,Sumter,,common
AL,Alabama,Quercus stellata,1119,Sumter,,common
AL,Alabama,Quercus velutina,1119,Sumter,,common
AL,Alabama,Quercus virginiana,1119,Sumter,,common
AL,Alabama,Quercus michauxii,1121,Talladega,,common
AL,Alabama,Quercus phellos,1121,Talladega,,common
AL,Alabama,Quercus shumardii,1121,Talladega,,common
AL,Alabama,Quercus stellata,1121,Talladega,,common
AL,Alabama,Quercus velutina,1121,Talladega,,common
AL,Alabama,Quercus michauxii,1123,Tallapoosa,,common
AL,Alabama,Quercus phellos,1123,Tallapoosa,,common
AL,Alabama,Quercus stellata,1123,Tallapoosa,,common
AL,Alabama,Quercus velutina,1123,Tallapoosa,,common
AL,Alabama,Quercus hemisphaerica,1125,Tuscaloosa,,common
AL,Alabama,Quercus margarettae,1125,Tuscaloosa,,common
AL,Alabama,Quercus michauxii,1125,Tuscaloosa,,common
AL,Alabama,Quercus phellos,1125,Tuscaloosa,,common
AL,Alabama,Quercus stellata,1125,Tuscaloosa,,common
AL,Alabama,Quercus velutina,1125,Tuscaloosa,,common
AL,Alabama,Quercus virginiana,1125,Tuscaloosa,,common
AL,Alabama,Quercus hemisphaerica,1127,Walker,,common
AL,Alabama,Quercus michauxii,1127,Walker,,common
AL,Alabama,Quercus phellos,1127,Walker,,common
AL,Alabama,Quercus shumardii,1127,Walker,,common
AL,Alabama,Quercus stellata,1127,Walker,,common
AL,Alabama,Quercus velutina,1127,Walker,,common
AL,Alabama,Quercus hemisphaerica,1129,Washington,,common
AL,Alabama,Quercus margarettae,1129,Washington,,common
AL,Alabama,Quercus michauxii,1129,Washington,,common
AL,Alabama,Quercus phellos,1129,Washington,,common
AL,Alabama,Quercus shumardii,1129,Washington,,common
AL,Alabama,Quercus stellata,1129,Washington,,common
AL,Alabama,Quercus virginiana,1129,Washington,,common
AL,Alabama,Quercus hemisphaerica,1131,Wilcox,,common
AL,Alabama,Quercus margarettae,1131,Wilcox,,common
AL,Alabama,Quercus michauxii,1131,Wilcox,,common
AL,Alabama,Quercus phellos,1131,Wilcox,,common
AL,Alabama,Quercus shumardii,1131,Wilcox,,common
AL,Alabama,Quercus stellata,1131,Wilcox,,common
AL,Alabama,Quercus hemisphaerica,1133,Winston,,common
AL,Alabama,Quercus michauxii,1133,Winston,,common
AL,Alabama,Quercus phellos,1133,Winston,,common
AL,Alabama,Quercus shumardii,1133,Winston,,common
AL,Alabama,Quercus stellata,1133,Winston,,common
AL,Alabama,Quercus velutina,1133,Winston,,common
AR,Arkansas,Quercus michauxii,5001,Arkansas,,common
AR,Arkansas,Quercus phellos,5001,Arkansas,,common
AR,Arkansas,Quercus shumardii,5001,Arkansas,,common
AR,Arkansas,Quercus stellata,5001,Arkansas,,common
AR,Arkansas,Quercus velutina,5001,Arkansas,,common
AR,Arkansas,Quercus hemisphaerica,5003,Ashley,,rare
AR,Arkansas,Quercus margarettae,5003,Ashley,,common
AR,Arkansas,Quercus michauxii,5003,Ashley,,common
AR,Arkansas,Quercus phellos,5003,Ashley,,common
AR,Arkansas,Quercus shumardii,5003,Ashley,,common
AR,Arkansas,Quercus stellata,5003,Ashley,,common
AR,Arkansas,Quercus velutina,5003,Ashley,,common
AR,Arkansas,Quercus shumardii,5005,Baxter,,common
AR,Arkansas,Quercus stellata,5005,Baxter,,common
AR,Arkansas,Quercus velutina,5005,Baxter,,common
AR,Arkansas,Quercus shumardii,5007,Benton,,common
AR,Arkansas,Quercus stellata,5007,Benton,,common
AR,Arkansas,Quercus velutina,5007,Benton,,common
AR,Arkansas,Quercus shumardii,5009,Boone,,common
AR,Arkansas,Quercus stellata,5009,Boone,,common
AR,Arkansas,Quercus velutina,5009,Boone,,common
AR,Arkansas,Quercus hemisphaerica,5011,Bradley,,rare
AR,Arkansas,Quercus margarettae,5011,Bradley,,common
AR,Arkansas,Quercus michauxii,5011,Bradley,,common
AR,Arkansas,Quercus phellos,5011,Bradley,,common
AR,Arkansas,Quercus shumardii,5011,Bradley,,common
AR,Arkansas,Quercus stellata,5011,Bradley,,common
AR,Arkansas,Quercus velutina,5011,Bradley,,common
AR,Arkansas,Quercus margarettae,5013,Calhoun,,common
AR,Arkansas,Quercus michauxii,5013,Calhoun,,common
AR,Arkansas,Quercus phellos,5013,Calhoun,,common
AR,Arkansas,Quercus shumardii,5013,Calhoun,,common
AR,Arkansas,Quercus stellata,5013,Calhoun,,common
AR,Arkansas,Quercus velutina,5013,Calhoun,,common
AR,Arkansas,Quercus michauxii,5015,Carroll,,common
AR,Arkansas,Quercus shumardii,5015,Carroll,,common
AR,Arkansas,Quercus stellata,5015,Carroll,,common
AR,Arkansas,Quercus velutina,5015,Carroll,,common
AR,Arkansas,Quercus michauxii,5017,Chicot,,common
AR,Arkansas,Quercus phellos,5017,Chicot,,common
AR,Arkansas,Quercus shumardii,5017,Chicot,,common
AR,Arkansas,Quercus stellata,5017,Chicot,,common
AR,Arkansas,Quercus velutina,5017,Chicot,,common
AR,Arkansas,Quercus margarettae,5019,Clark,,common
AR,Arkansas,Quercus michauxii,5019,Clark,,common
AR,Arkansas,Quercus phellos,5019,Clark,,common
AR,Arkansas,Quercus shumardii,5019,Clark,,common
AR,Arkansas,Quercus stellata,5019,Clark,,common
AR,Arkansas,Quercus velutina,5019,Clark,,common
AR,Arkansas,Quercus michauxii,5021,Clay,,common
AR,Arkansas,Quercus phellos,5021,Clay,,common
AR,Arkansas,Quercus shumardii,5021,Clay,,common
AR,Arkansas,Quercus stellata,5021,Clay,,common
AR,Arkansas,Quercus velutina,5021,Clay,,common
AR,Arkansas,Quercus michauxii,5023,Cleburne,,common
AR,Arkansas,Quercus phellos,5023,Cleburne,,common
AR,Arkansas,Quercus shumardii,5023,Cleburne,,common
AR,Arkansas,Quercus stellata,5023,Cleburne,,common
AR,Arkansas,Quercus velutina,5023,Cleburne,,common
AR,Arkansas,Quercus margarettae,5025,Cleveland,,common
AR,Arkansas,Quercus michauxii,5025,Cleveland,,common
AR,Arkansas,Quercus phellos,5025,Cleveland,,common
AR,Arkansas,Quercus shumardii,5025,Cleveland,,common
AR,Arkansas,Quercus stellata,5025,Cleveland,,common
AR,Arkansas,Quercus velutina,5025,Cleveland,,common
AR,Arkansas,Quercus michauxii,5027,Columbia,,common
AR,Arkansas,Quercus phellos,5027,Columbia,,common
AR,Arkansas,Quercus shumardii,5027,Columbia,,common
AR,Arkansas,Quercus stellata,5027,Columbia,,common
AR,Arkansas,Quercus velutina,5027,Columbia,,common
AR,Arkansas,Quercus margarettae,5029,Conway,,common
AR,Arkansas,Quercus michauxii,5029,Conway,,common
AR,Arkansas,Quercus phellos,5029,Conway,,common
AR,Arkansas,Quercus shumardii,5029,Conway,,common
AR,Arkansas,Quercus stellata,5029,Conway,,common
AR,Arkansas,Quercus velutina,5029,Conway,,common
AR,Arkansas,Quercus michauxii,5031,Craighead,,common
AR,Arkansas,Quercus phellos,5031,Craighead,,common
AR,Arkansas,Quercus shumardii,5031,Craighead,,common
AR,Arkansas,Quercus stellata,5031,Craighead,,common
AR,Arkansas,Quercus velutina,5031,Craighead,,common
AR,Arkansas,Quercus phellos,5033,Crawford,,common
