"species","source","ID","lon","lat"
"Quercus chapmanii","BISON",37223,-81.5385971069336,27.6975002288818
"Quercus chapmanii","BISON",37224,-82.5599670410156,31.3000183105469
"Quercus chapmanii","BISON",37225,-81.4836502075195,27.9845104217529
"Quercus chapmanii","BISON",37226,-84.6867828369141,30.2526798248291
"Quercus chapmanii","BISON",37227,-81.5020980834961,30.4804000854492
"Quercus chapmanii","GBIF",56406,-80.174744,27.138394
"Quercus chapmanii","GBIF",56538,-81.569162,27.657667
"Quercus chapmanii","GBIF",56565,-81.432717,27.687383
"Quercus chapmanii","GBIF",56603,-80.802459,28.533236
"Quercus chapmanii","GBIF",56623,-81.381526,27.219668
"Quercus chapmanii","GBIF",56647,-82.459417,27.173732
"Quercus chapmanii","GBIF",56703,-81.778239,28.042929
"Quercus chapmanii","GBIF",56767,-81.191525,28.603082
"Quercus chapmanii","GBIF",56793,-81.350773,27.183816
"Quercus chapmanii","GBIF",56822,-82.510387,30.196468
"Quercus chapmanii","GBIF",56826,-81.25181,29.670324
"Quercus chapmanii","GBIF",56831,-81.708691,26.018092
"Quercus chapmanii","GBIF",56849,-81.497345,27.505462
"Quercus chapmanii","GBIF",56868,-81.685219,26.739585
"Quercus chapmanii","GBIF",56930,-81.323625,29.831389
"Quercus chapmanii","GBIF",57237,-80.715436,28.610037
"Quercus chapmanii","GBIF",57276,-82.626837,28.240873
"Quercus chapmanii","GBIF",57316,-81.350506,27.182021
"Quercus chapmanii","GBIF",57321,-81.332078,27.159339
"Quercus chapmanii","GBIF",57326,-81.536389,28.447668
"Quercus chapmanii","GBIF",57406,-81.355378,29.193219
"Quercus chapmanii","GBIF",57434,-82.474139,27.169601
"Quercus chapmanii","GBIF",57540,-81.259567,29.670169
"Quercus chapmanii","GBIF",57562,-80.707262,28.294137
"Quercus chapmanii","GBIF",57794,-81.836667,29.751944
"Quercus chapmanii","GBIF",57821,-81.172833,28.608116
"Quercus chapmanii","GBIF",57836,-81.7432,27.9633
"Quercus chapmanii","GBIF",57837,-81.4163,27.5219
"Quercus chapmanii","GBIF",57892,-82.559968,31.300019
"Quercus chapmanii","GBIF",57989,-85.177597,29.674215
"Quercus chapmanii","GBIF",57990,-81.225661,28.930089
"Quercus chapmanii","GBIF",58858,-81.5386,27.6975
"Quercus chapmanii","GBIF",58992,-81.98988,29.72034
"Quercus chapmanii","GBIF",58993,-81.080889,29.3075
"Quercus chapmanii","GBIF",58995,-82.0391,29.20895
"Quercus chapmanii","GBIF",59248,-81.483654,27.984511
"Quercus chapmanii","GBIF",59324,-83.1117,29.35
"Quercus chapmanii","GBIF",59326,-82.6373,29.1593
"Quercus chapmanii","GBIF",59327,-81.5858,27.8467
"Quercus chapmanii","GBIF",59328,-81.7683,29.2143
"Quercus chapmanii","GBIF",59329,-82.9817,29.475
"Quercus geminata","BISON",37228,-82.6033172607422,29.3574504852295
"Quercus geminata","BISON",37229,-84.6728668212891,30.3591709136963
"Quercus geminata","BISON",37230,-84.4811172485352,30.3647804260254
"Quercus geminata","BISON",37231,-86.7769317626953,30.4751491546631
"Quercus geminata","BISON",37232,-86.770263671875,30.418083190918
"Quercus geminata","BISON",37233,-78.9568710327148,33.7880630493165
"Quercus geminata","BISON",37234,-81.8000030517578,32
"Quercus geminata","BISON",37235,-81.7872009277344,29.106840133667
"Quercus geminata","BISON",37236,-81.7079620361328,29.3988838195801
"Quercus geminata","BISON",37237,-81.6862411499023,29.367639541626
"Quercus geminata","BISON",37238,-81.6570205688477,29.1185894012451
"Quercus geminata","BISON",37239,-80.8000030517578,32.2999992370605
"Quercus geminata","BISON",37240,-81.0723190307617,27.9826164245605
"Quercus geminata","BISON",37241,-81.5020980834961,30.4804000854492
"Quercus geminata","BISON",37242,-77.2331314086914,34.6485404968262
"Quercus geminata","BISON",37243,-77.2269134521484,34.6481895446777
"Quercus geminata","BISON",37244,-76.9837188720703,34.7422409057617
"Quercus geminata","BISON",37245,-76.9599761962891,34.7252616882324
"Quercus geminata","BISON",37246,-78.1546936035156,33.947868347168
"Quercus geminata","BISON",37247,-78.1535034179688,33.9479293823242
"Quercus geminata","BISON",37248,-80.2936859130859,32.5056495666504
"Quercus geminata","BISON",37249,-80.8873977661133,32.1845016479492
"Quercus geminata","BISON",37250,-80.8864974975586,32.1848983764648
"Quercus geminata","BISON",37251,-80.8855972290039,32.1852989196777
"Quercus geminata","BISON",37252,-77.6686325073242,34.4403686523438
"Quercus geminata","BISON",37253,-78.9510726928711,33.7881202697754
"Quercus geminata","BISON",37254,-78.848991394043,33.787410736084
"Quercus geminata","BISON",37255,-78.0735778808594,34.0135803222656
"Quercus geminata","BISON",37256,-78.0088729858398,33.9861831665039
"Quercus geminata","BISON",37257,-78,34
"Quercus geminata","BISON",37258,-77.9891967773438,33.9991607666016
"Quercus geminata","BISON",37259,-77.9127578735352,34.045711517334
"Quercus geminata","BISON",37260,-77.2318954467773,34.6517028808594
"Quercus geminata","BISON",37261,-82.2992324829102,29.0321674346924
"Quercus geminata","BISON",37262,-82.2966995239258,29.0303497314453
"Quercus geminata","BISON",37263,-82.292121887207,29.0364208221436
"Quercus geminata","BISON",37264,-82.29052734375,27.2903709411621
"Quercus geminata","BISON",37265,-82.2586669921875,29.0515327453613
"Quercus geminata","BISON",37266,-82.2532806396484,29.0478000640869
"Quercus geminata","BISON",37267,-82.177848815918,27.2348670959473
"Quercus geminata","BISON",37268,-82.1376342773438,28.4389495849609
"Quercus geminata","BISON",37269,-82.1193771362305,28.4395294189453
"Quercus geminata","BISON",37270,-82.1191864013672,28.4378833770752
"Quercus geminata","BISON",37271,-82.0703277587891,31.9257907867432
"Quercus geminata","BISON",37272,-82,28.3999996185303
"Quercus geminata","BISON",37273,-88.6003036499023,30.2259998321533
"Quercus geminata","BISON",37274,-84.98388671875,30.4594440460205
"Quercus geminata","BISON",37275,-83.0284805297852,29.2041797637939
"Quercus geminata","BISON",37276,-83.0210494995117,29.4569492340088
"Quercus geminata","BISON",37277,-83.0192184448242,29.4572162628174
"Quercus geminata","BISON",37278,-82.9946670532227,29.2052841186523
"Quercus geminata","BISON",37279,-82.9811859130859,29.2060832977295
"Quercus geminata","BISON",37280,-82.9653167724609,29.4992198944092
"Quercus geminata","BISON",37281,-82.9651641845703,29.4903659820557
"Quercus geminata","BISON",37283,-76.9644088745117,34.7249526977539
"Quercus geminata","BISON",37284,-76.9640731811523,34.7247314453125
"Quercus geminata","BISON",37285,-76.9694290161133,34.7245788574219
"Quercus geminata","BISON",37286,-75.6348266601562,35.9569244384765
"Quercus geminata","BISON",37287,-79.4804229736328,33.1515007019043
"Quercus geminata","BISON",37288,-79.222282409668,33.351001739502
"Quercus geminata","BISON",37289,-79.2198104858398,33.3584899902344
"Quercus geminata","BISON",37290,-79.1108551025391,33.5968933105469
"Quercus geminata","BISON",37291,-79.1104888916016,33.5969200134277
"Quercus geminata","BISON",37292,-87.6886215209961,30.2521858215332
"Quercus geminata","BISON",37293,-80.3633422851562,27.5376071929932
"Quercus geminata","BISON",37294,-87.6328964233398,30.2602882385254
"Quercus geminata","BISON",37295,-80.4700012207031,27.7999992370605
"Quercus geminata","BISON",37296,-84.8754348754883,29.7700004577637
"Quercus geminata","BISON",37297,-81.5833435058594,29.1324100494385
"Quercus geminata","BISON",37298,-86.8654479980469,30.5174293518066
"Quercus geminata","BISON",37299,-86.8631286621094,30.5139007568359
"Quercus geminata","BISON",37300,-86.7906723022461,30.4507694244385
"Quercus geminata","BISON",37301,-86.7791366577148,30.4790000915527
"Quercus geminata","BISON",37302,-86.763786315918,30.4247665405273
"Quercus geminata","BISON",37303,-86.7304992675781,30.4841499328614
"Quercus geminata","BISON",37304,-86.2934799194336,30.3717803955078
"Quercus geminata","BISON",37305,-86.2222671508789,30.6041698455811
"Quercus geminata","BISON",37306,-86.2126693725586,30.5971508026123
"Quercus geminata","BISON",37307,-84.9736480712891,30.4573307037354
"Quercus geminata","BISON",37308,-84.9717178344727,30.4756298065186
"Quercus geminata","BISON",37309,-84.9511642456055,30.4403991699219
"Quercus geminata","BISON",37310,-84.9505462646484,30.4405841827393
"Quercus geminata","BISON",37311,-84.9504470825195,30.5576992034912
"Quercus geminata","BISON",37312,-84.8742980957031,29.7696666717529
"Quercus geminata","BISON",37313,-84.6858825683594,30.2563495635986
"Quercus geminata","BISON",37314,-84.5362701416016,30.2310199737549
"Quercus geminata","BISON",37315,-84.4958343505859,30.1666660308838
"Quercus geminata","BISON",37316,-84.4958267211914,30.1666698455811
"Quercus geminata","BISON",37317,-84.4836730957031,30.0431804656982
"Quercus geminata","BISON",37318,-84.4368362426758,30.0474338531494
"Quercus geminata","BISON",37319,-84.4183502197266,30.0480995178223
"Quercus geminata","BISON",37320,-84.4182357788086,30.049783706665
"Quercus geminata","BISON",37321,-84.4086074829102,30.1888904571533
"Quercus geminata","BISON",37322,-84.3504486083984,30.3226833343506
"Quercus geminata","BISON",37323,-84.3498001098633,30.3214702606201
"Quercus geminata","BISON",37324,-84.3498001098633,30.3222198486328
"Quercus geminata","BISON",37325,-84.3021011352539,30.1300506591797
"Quercus geminata","BISON",37326,-84.2702865600586,30.3587493896484
"Quercus geminata","BISON",37327,-84.0895462036133,30.1312198638916
"Quercus geminata","BISON",37328,-83.1994781494141,29.3952198028564
"Quercus geminata","BISON",37329,-83.1990737915039,29.39501953125
"Quercus geminata","BISON",37330,-84.5287322998047,30.3542499542236
"Quercus geminata","BISON",37331,-84.4351654052734,30.0481491088867
"Quercus geminata","BISON",37332,-76.9690933227539,34.7249221801758
"Quercus geminata","BISON",37333,-84.9683303833008,30.0441703796387
"Quercus geminata","BISON",37334,-77.2325134277344,34.6524200439453
"Quercus geminata","BISON",37335,-84.3517227172852,30.3225898742676
"Quercus geminata","BISON",37336,-81.595573425293,29.1165866851807
"Quercus geminata","BISON",37337,-86.8733825683594,30.719669342041
"Quercus geminata","BISON",37338,-86.7819137573242,30.4527492523193
"Quercus geminata","BISON",37339,-86.7790298461914,30.4736194610596
"Quercus geminata","BISON",37340,-86.2236480712891,30.6031665802002
"Quercus geminata","BISON",37341,-86.2940673828125,30.3739490509033
"Quercus geminata","BISON",37342,-86.1951522827148,30.6173305511475
"Quercus geminata","BISON",37343,-86.1456985473633,30.3440341949463
"Quercus geminata","BISON",37344,-85.2926330566406,29.7030506134033
"Quercus geminata","BISON",37345,-85.2973175048828,29.7125492095947
"Quercus geminata","BISON",37346,-84.98681640625,30.2722301483154
"Quercus geminata","BISON",37347,-84.9739685058594,30.4730491638184
"Quercus geminata","BISON",37348,-84.9683303833008,30.0441665649414
"Quercus geminata","BISON",37349,-84.5381164550781,30.2818508148193
"Quercus geminata","BISON",37350,-84.4923706054688,30.3338203430176
"Quercus geminata","BISON",37351,-84.4811172485352,30.3647766113281
"Quercus geminata","BISON",37352,-84.2640762329102,30.3527202606201
"Quercus geminata","BISON",37353,-82.9970703125,29.2052326202393
"Quercus geminata","BISON",37354,-82.9600982666016,29.4993495941162
"Quercus geminata","BISON",37355,-82.6951293945312,29.7522792816162
"Quercus geminata","BISON",37356,-82.6210861206055,29.3143672943115
"Quercus geminata","BISON",37357,-82.6054840087891,29.145149230957
"Quercus geminata","BISON",37358,-82.5951538085938,28.2467670440674
"Quercus geminata","BISON",37359,-82.5904998779297,29.1223163604736
"Quercus geminata","BISON",37360,-82.5840301513672,29.538049697876
"Quercus geminata","BISON",37361,-82.5797348022461,29.5421009063721
"Quercus geminata","BISON",37362,-82.5699691772461,29.9071998596191
"Quercus geminata","BISON",37363,-82.5698852539062,29.9139995574951
"Quercus geminata","BISON",37364,-82.5691223144531,29.9144306182861
"Quercus geminata","BISON",37365,-82.4626998901367,29.7433490753174
"Quercus geminata","BISON",37366,-82.4457168579102,29.7160167694092
"Quercus geminata","BISON",37367,-82.4421310424805,30.1923332214355
"Quercus geminata","BISON",37368,-82.4275512695312,28.8010501861572
"Quercus geminata","BISON",37369,-82.4011840820312,28.7278995513916
"Quercus geminata","BISON",37370,-82.399299621582,28.7253170013428
"Quercus geminata","BISON",37371,-86.7787704467773,30.4653835296631
"Quercus geminata","BISON",37372,-84.4360198974609,30.0484008789062
"Quercus geminata","BISON",37373,-82.6023025512695,29.3575305938721
"Quercus geminata","BISON",37374,-81.896240234375,29.2913703918457
"Quercus geminata","BISON",37375,-81.1714477539062,29.2088508605957
"Quercus geminata","BISON",37376,-79.7060623168945,33.0458183288574
"Quercus geminata","BISON",37377,-79.1222076416016,33.5899505615234
"Quercus geminata","BISON",37378,-79.1083908081055,33.5962715148926
"Quercus geminata","BISON",37379,-78.850830078125,33.7932929992676
"Quercus geminata","BISON",37380,-82.6987533569336,29.7494792938232
"Quercus geminata","BISON",37381,-82.6976699829102,29.7430992126465
"Quercus geminata","BISON",37382,-82.6031494140625,29.3581504821777
"Quercus geminata","BISON",37383,-82.4483489990234,29.7317161560059
"Quercus geminata","BISON",37384,-82.5748825073242,29.9162998199463
"Quercus geminata","BISON",37385,-81.995979309082,29.6792697906494
"Quercus geminata","BISON",37386,-81.9432830810547,30.7945175170898
"Quercus geminata","BISON",37387,-81.9385986328125,29.161449432373
"Quercus geminata","BISON",37388,-81.9314651489258,30.1659336090088
"Quercus geminata","BISON",37389,-81.8099365234375,29.457799911499
"Quercus geminata","BISON",37390,-81.7714462280273,29.2260055541992
"Quercus geminata","BISON",37391,-81.7708892822266,29.2220001220703
"Quercus geminata","BISON",37392,-81.8264846801758,29.4578666687012
"Quercus geminata","BISON",37393,-81.8120727539062,29.1261787414551
"Quercus geminata","BISON",37394,-81.4977645874023,28.7464828491211
"Quercus geminata","BISON",37395,-81.2747802734375,29.6736660003662
"Quercus geminata","BISON",37396,-81.0999984741211,32.2999992370605
"Quercus geminata","BISON",37397,-80.5999984741211,32.5999984741211
"Quercus geminata","BISON",37398,-80.3666610717773,33.1474304199219
"Quercus geminata","BISON",37399,-80,33
"Quercus geminata","BISON",37400,-79.7893905639648,32.9826202392578
"Quercus geminata","BISON",37401,-79.395751953125,33.1495399475098
"Quercus geminata","BISON",37402,-79.2179412841797,33.3532791137695
"Quercus geminata","BISON",37403,-79.1059494018555,33.5996894836426
"Quercus geminata","BISON",37404,-81.896240234375,29.2913722991942
"Quercus geminata","BISON",37405,-81.89306640625,29.281120300293
"Quercus geminata","BISON",37406,-81.89306640625,29.2811222076416
"Quercus geminata","BISON",37407,-81.8733520507812,29.7870292663574
"Quercus geminata","BISON",37408,-81.8679504394531,29.7844009399414
"Quercus geminata","BISON",37409,-81.8097229003906,29.4563808441162
"Quercus geminata","BISON",37410,-81.8057174682617,29.4584159851074
"Quercus geminata","BISON",37411,-81.7079696655273,29.3988800048828
"Quercus geminata","BISON",37412,-81.6862335205078,29.3676433563232
"Quercus geminata","BISON",37413,-81.6001892089844,29.1592502593994
"Quercus geminata","BISON",37414,-81.6001892089844,29.1592464447021
"Quercus geminata","BISON",37415,-81.5137786865234,32.0892486572266
"Quercus geminata","BISON",37416,-81.4965286254883,28.7411193847656
"Quercus geminata","BISON",37417,-81.4932479858398,28.7320308685303
"Quercus geminata","BISON",37418,-81.4628295898438,28.762149810791
"Quercus geminata","BISON",37419,-81.4603805541992,28.7657699584961
"Quercus geminata","BISON",37420,-81.4063034057617,28.0668163299561
"Quercus geminata","BISON",37421,-81.4056701660156,28.0668697357178
"Quercus geminata","BISON",37422,-81.3461532592773,29.1841201782227
"Quercus geminata","BISON",37423,-81.3292846679688,27.7458667755127
"Quercus geminata","BISON",37424,-81.3286514282227,27.7421836853027
"Quercus geminata","BISON",37425,-81.2871856689453,27.6711330413818
"Quercus geminata","BISON",37426,-81.2634506225586,29.6775493621826
"Quercus geminata","BISON",37427,-81.1891479492188,29.2354793548584
"Quercus geminata","BISON",37428,-81,32.4000015258789
"Quercus geminata","BISON",37429,-80.826789855957,32.2522583007812
"Quercus geminata","BISON",37430,-80.8257446289062,32.2459487915039
"Quercus geminata","BISON",37431,-80.5096893310547,32.3363990783691
"Quercus geminata","BISON",37432,-80.4488754272461,33.1180572509766
"Quercus geminata","BISON",37433,-79.9000015258789,33.2999992370605
"Quercus geminata","BISON",37434,-79.8175430297852,32.9585304260254
"Quercus geminata","BISON",37435,-79.7892074584961,32.9961395263672
"Quercus geminata","BISON",37436,-79.7256240844727,33.0261764526367
"Quercus geminata","BISON",37437,-79.6898574829102,33.0644493103027
"Quercus geminata","BISON",37438,-78.8513488769531,33.7942047119141
"Quercus geminata","BISON",37439,-78.1156539916992,33.9570579528809
"Quercus geminata","BISON",37440,-78.1147003173828,33.9565887451172
"Quercus geminata","BISON",37441,-78.0954971313477,33.9961585998535
"Quercus geminata","BISON",37442,-78.0735931396484,34.0131301879883
"Quercus geminata","BISON",37443,-78.070182800293,34.0148506164551
"Quercus geminata","BISON",37444,-78.0010070800781,33.9932594299316
"Quercus geminata","BISON",37445,-78.0000915527344,33.9917984008789
"Quercus geminata","BISON",37446,-78.0000534057617,33.9930000305176
"Quercus geminata","BISON",37447,-77.9888000488281,33.9998893737793
"Quercus geminata","BISON",37448,-77.9745483398438,34.2750930786133
"Quercus geminata","BISON",37449,-77.9742660522461,34.2741012573242
"Quercus geminata","BISON",37450,-77.9738464355469,34.2715911865234
"Quercus geminata","BISON",37451,-77.9538726806641,34.0321083068849
"Quercus geminata","BISON",37452,-77.9126892089844,34.0467109680176
"Quercus geminata","BISON",37453,-77.9125823974609,34.0467529296875
"Quercus geminata","BISON",37454,-77.9125823974609,34.0467491149902
"Quercus geminata","BISON",37455,-77.9122924804688,34.0454711914062
"Quercus geminata","BISON",37456,-77.6681976318359,34.4402694702148
"Quercus geminata","BISON",37457,-77.6677474975586,34.439338684082
"Quercus geminata","BISON",37458,-77.6670837402344,34.4394836425781
"Quercus geminata","BISON",37459,-77.4655380249023,34.6306915283203
"Quercus geminata","BISON",37460,-77.4654693603516,34.6310195922852
"Quercus geminata","BISON",37461,-77.4414215087891,34.4831199645997
"Quercus geminata","BISON",37462,-85.9900054931641,30.2765216827393
"Quercus geminata","BISON",37463,-82.0433502197266,29.8293933868408
"Quercus geminata","BISON",37464,-81.2253189086914,28.9301128387452
"Quercus geminata","BISON",37465,-81.9570159912109,29.8495826721191
"Quercus geminata","BISON",37466,-81.9499816894531,30.7995300292969
"Quercus geminata","BISON",37467,-81.9331970214844,30.8171291351318
"Quercus geminata","BISON",37468,-83.0159301757812,29.1972694396973
"Quercus geminata","BISON",37469,-80.1004867553711,26.9970359802246
"Quercus geminata","BISON",37470,-80.6033020019531,27.2127990722656
"Quercus geminata","BISON",37471,-80.814697265625,28.5538997650146
"Quercus geminata","BISON",37472,-81.809700012207,27.6233005523682
"Quercus geminata","BISON",37473,-81.9813995361328,26.9978008270264
"Quercus geminata","BISON",37474,-81.0847015380859,29.3127994537354
"Quercus geminata","BISON",37475,-81.2514038085938,28.551700592041
"Quercus geminata","BISON",37476,-80.3557968139648,27.5214004516601
"Quercus geminata","BISON",37477,-86.1688919067383,31.017219543457
"Quercus geminata","BISON",37478,-85.9008331298828,31.0463905334473
"Quercus geminata","BISON",37479,-86.6838912963867,31.038890838623
"Quercus geminata","BISON",37480,-82.0400009155273,29.2108001708984
"Quercus geminata","BISON",37481,-80.1501998901367,27.1072006225586
"Quercus geminata","BISON",37482,-82.3918991088867,28.0753002166748
"Quercus geminata","BISON",37483,-82.2838973999023,27.0627994537354
"Quercus geminata","BISON",37485,-82.125602722168,26.6310997009277
"Quercus geminata","BISON",37486,-81.5369033813477,27.6972007751465
"Quercus geminata","BISON",37487,-81.1666030883789,32.4160003662109
"Quercus geminata","BISON",37488,-87.1414031982422,30.3684997558594
"Quercus geminata","BISON",37489,-79.4591979980469,33.1717987060547
"Quercus geminata","BISON",37490,-80.3983001708984,32.9192008972168
"Quercus geminata","BISON",37491,-88.6541976928711,30.2334995269775
"Quercus geminata","BISON",37492,-82.8015975952148,30.342399597168
"Quercus geminata","BISON",37493,-81.5858001708984,27.846700668335
"Quercus geminata","BISON",37494,-82.9255981445312,30.3838996887207
"Quercus geminata","BISON",37495,-81.4720001220703,27.8213996887207
"Quercus geminata","BISON",37496,-82.9008026123047,30.3852005004883
"Quercus geminata","BISON",37497,-81.7683029174805,29.2143001556396
"Quercus geminata","BISON",37498,-81.3483123779297,30.0375747680664
"Quercus geminata","BISON",37499,-80.0561447143555,26.5703773498535
"Quercus geminata","BISON",37500,-88.0874252319336,30.2456722259521
"Quercus geminata","BISON",37501,-85.3656997680664,29.686990737915
"Quercus geminata","BISON",37502,-82.007942199707,29.703332901001
"Quercus geminata","BISON",37503,-82.0151519775391,29.678409576416
"Quercus geminata","BISON",37504,-81.5899963378906,28.7999992370605
"Quercus geminata","BISON",37505,-84.9717483520508,30.4756679534912
"Quercus geminata","BISON",37506,-82.007682800293,29.6898803710938
"Quercus geminata","BISON",37507,-81.4817962646484,27.813850402832
"Quercus geminata","BISON",37508,-81.5858306884766,27.8466663360596
"Quercus geminata","BISON",37509,-81.5770263671875,27.6663494110107
"Quercus geminata","BISON",37510,-82.9007797241211,30.3851661682129
"Quercus geminata","BISON",37511,-82.0332489013672,29.2162666320801
"Quercus geminata","BISON",37512,-82.9255523681641,30.3838882446289
"Quercus geminata","BISON",37513,-82.8015823364258,30.3424434661865
"Quercus geminata","BISON",37514,-84.0895462036133,30.1312160491943
"Quercus geminata","BISON",37515,-81.9683303833008,29.7103061676025
"Quercus geminata","BISON",37516,-82.4480743408203,29.714427947998
